Event_Group_ID,Event_ID,Data_ID,Park_Code,Route,Start_Date,Year,Group_Index,Route Section,Route_Length,DistanceToDeer,Angle,DistanceFromRoad,Bucks,Doe,Fawn,Unknown,Total_Group,Import_Event_ID,Mileage,Time,Date_Time_Entered,Verified,Wind Speed,Sky,Moon_Phase,Temperature,Event_Notes
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{58A5BB42-9368-4478-87BF-3CA064FB0206},PRWI,PRWI,10/15/01,2001,1,PRWI,22.5,50,90,50,0,1,1,0,2,,,,,TRUE,,,Full Moon,57,
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{A82E8B62-8635-47C8-9A77-BE0ED55D3B65},PRWI,PRWI,10/15/01,2001,2,PRWI,22.5,34,90,34,1,0,0,0,1,,,,,TRUE,,,Full Moon,57,
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{B2AFAC4F-4235-4A25-ACB7-8D97FEF86E00},PRWI,PRWI,10/15/01,2001,3,PRWI,22.5,43,90,43,0,1,0,0,1,,,,,TRUE,,,Full Moon,57,
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{0565AB7C-A4D6-40AB-B0BE-C3C22C668520},PRWI,PRWI,10/15/01,2001,4,PRWI,22.5,15,90,15,0,2,0,0,2,,,,,TRUE,,,Full Moon,57,
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{131519D6-BA59-4A48-872F-4A020C07B439},PRWI,PRWI,10/15/01,2001,5,PRWI,22.5,35,90,35,0,1,0,0,1,,,,,TRUE,,,Full Moon,57,
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{1670EE83-29E8-4296-AEB0-98D291FE1758},PRWI,PRWI,10/15/01,2001,6,PRWI,22.5,27,90,27,1,3,0,0,4,,,,,TRUE,,,Full Moon,57,
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{16C40AFB-D0F1-4DD1-AD74-AEFE639427AE},PRWI,PRWI,10/15/01,2001,7,PRWI,22.5,40,90,40,0,0,0,1,1,,,,,TRUE,,,Full Moon,57,
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{18E96F54-8FA4-4C8F-A535-FB9AF9187168},PRWI,PRWI,10/15/01,2001,8,PRWI,22.5,38,90,38,1,0,0,0,1,,,,,TRUE,,,Full Moon,57,
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{33F7E860-22C4-448C-B041-0675E24EA890},PRWI,PRWI,10/15/01,2001,9,PRWI,22.5,33,90,33,0,0,0,1,1,,,,,TRUE,,,Full Moon,57,
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{392B3D13-6D98-4631-A87A-628D8986809A},PRWI,PRWI,10/15/01,2001,10,PRWI,22.5,30,90,30,0,1,0,0,1,,,,,TRUE,,,Full Moon,57,
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{F01D41A6-CA8A-4B77-92F7-49B74E7AA17F},PRWI,PRWI,10/15/01,2001,11,PRWI,22.5,38,90,38,0,0,0,2,2,,,,,TRUE,,,Full Moon,57,
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{575E062A-8471-49D3-B622-FF75B65CB561},PRWI,PRWI,10/15/01,2001,12,PRWI,22.5,31,90,31,1,0,0,0,1,,,,,TRUE,,,Full Moon,57,
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{F48D6E85-4493-4279-923E-3D2367405A31},PRWI,PRWI,10/15/01,2001,13,PRWI,22.5,33,90,33,0,1,0,0,1,,,,,TRUE,,,Full Moon,57,
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{5AA4EC8F-FB23-4425-A0A5-332B3FD37D4B},PRWI,PRWI,10/15/01,2001,14,PRWI,22.5,21,90,21,0,1,0,0,1,,,,,TRUE,,,Full Moon,57,
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{64ED5AEF-6B6E-40EB-AAA3-2189C791C152},PRWI,PRWI,10/15/01,2001,15,PRWI,22.5,44,90,44,0,0,0,2,2,,,,,TRUE,,,Full Moon,57,
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{6B07B54D-DA61-49DD-B783-86ADA92F9011},PRWI,PRWI,10/15/01,2001,16,PRWI,22.5,22,90,22,0,1,0,0,1,,,,,TRUE,,,Full Moon,57
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{6C867954-FBC8-4671-92CA-6B90B75070B0},PRWI,PRWI,10/15/01,2001,17,PRWI,22.5,45,90,45,0,1,0,0,1,,,,,TRUE,,,Full Moon,57
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{7C2343E9-4F92-4E28-9D2E-E43C81B00E49},PRWI,PRWI,10/15/01,2001,18,PRWI,22.5,21,90,21,0,1,0,0,1,,,,,TRUE,,,Full Moon,57
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{7D18604E-CF09-44C5-A664-E724AF35DC2C},PRWI,PRWI,10/15/01,2001,19,PRWI,22.5,30,90,30,0,0,0,1,1,,,,,TRUE,,,Full Moon,57
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{8233D24A-E74C-4944-A5D1-78EBECE70AB4},PRWI,PRWI,10/15/01,2001,20,PRWI,22.5,30,90,30,0,1,0,0,1,,,,,TRUE,,,Full Moon,57
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{82C1BE2D-8AB7-433B-91EB-61E89A7A5739},PRWI,PRWI,10/15/01,2001,21,PRWI,22.5,45,90,45,0,0,0,1,1,,,,,TRUE,,,Full Moon,57
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{987C3182-99C5-4964-840C-E6BE5CE44FF9},PRWI,PRWI,10/15/01,2001,22,PRWI,22.5,22,90,22,0,1,1,0,2,,,,,TRUE,,,Full Moon,57
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{3B0A71C8-33A6-45AB-8B60-0587A6B3FAAC},PRWI,PRWI,10/15/01,2001,23,PRWI,22.5,19,90,19,0,1,1,0,2,,,,,TRUE,,,Full Moon,57
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{FA02D175-250B-4172-A690-7ACD9008AED4},PRWI,PRWI,10/15/01,2001,24,PRWI,22.5,35,90,35,0,0,0,2,2,,,,,TRUE,,,Full Moon,57
{358DED53-24B8-43CC-BD42-1A51F192CA3B},{DD206F03-0336-4A0D-BDA6-2850881D1FD6},{DA3DF4DE-B4CA-4E2F-B018-81E10508BE67},PRWI,PRWI,10/15/01,2001,25,PRWI,22.5,70,90,70,0,0,0,1,1,,,,,TRUE,,,Full Moon,57
{42426DFC-12BB-45D6-BD45-8D68D878D9A4},{1466AA1A-1627-47E2-8060-020B51B1688A},{6151809D-0B91-480E-899F-37DEE19F06CF},PRWI,PRWI,10/16/01,2001,26,PRWI,22.5,21,90,21,0,3,0,0,3,,,,,TRUE,,Mist/Drizzle,New Moon,57
{42426DFC-12BB-45D6-BD45-8D68D878D9A4},{1466AA1A-1627-47E2-8060-020B51B1688A},{EBEA5D40-D662-486B-AB24-B0B6E134C1F5},PRWI,PRWI,10/16/01,2001,27,PRWI,22.5,20,90,20,1,0,0,0,1,,,,,TRUE,,Mist/Drizzle,New Moon,57
{42426DFC-12BB-45D6-BD45-8D68D878D9A4},{1466AA1A-1627-47E2-8060-020B51B1688A},{EBA9E6EE-0E8A-418B-A313-D0A6F2431716},PRWI,PRWI,10/16/01,2001,28,PRWI,22.5,19,90,19,0,0,1,0,1,,,,,TRUE,,Mist/Drizzle,New Moon,57
{42426DFC-12BB-45D6-BD45-8D68D878D9A4},{1466AA1A-1627-47E2-8060-020B51B1688A},{DD20305B-60C6-492D-A90E-1062CA05FAF0},PRWI,PRWI,10/16/01,2001,29,PRWI,22.5,19,90,19,0,1,2,0,3,,,,,TRUE,,Mist/Drizzle,New Moon,57
{42426DFC-12BB-45D6-BD45-8D68D878D9A4},{1466AA1A-1627-47E2-8060-020B51B1688A},{D4FD6066-A777-440F-A9E5-8CE985DA021F},PRWI,PRWI,10/16/01,2001,30,PRWI,22.5,20,90,20,0,4,0,0,4,,,,,TRUE,,Mist/Drizzle,New Moon,57
