Event_Group_ID,Event_ID,Data_ID,Park_Code,Route,Start_Date,Year,Group_Index,Route Section,Route_Length,DistanceToDeer,Angle,DistanceFromRoad,Bucks,Doe,Fawn,Unknown,Total_Group,Import_Event_ID,Mileage,Time,Date_Time_Entered,Verified,Wind Speed,Sky,Moon_Phase,Temperature,Event_Notes
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{AD846619-88C4-44C7-B3A6-AE5632EA5B4E},MANA,MANA,10/25/01,2001,1,MANA,12.08,95,90,95,0,1,1,1,3,,,,,TRUE,,,Half Moon,68,
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{6196610A-1BBA-4A81-816B-44A7175E6B1D},MANA,MANA,10/25/01,2001,2,MANA,12.08,288,90,288,0,0,0,3,3,,,,,TRUE,,,Half Moon,68,
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{62CD86E0-C127-48BF-9EAF-AAE1DBDACBDC},MANA,MANA,10/25/01,2001,3,MANA,12.08,38,90,38,0,0,0,1,1,,,,,TRUE,,,Half Moon,68,
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{66B1EC45-058E-4EB2-9A7F-CBD1A74BADFA},MANA,MANA,10/25/01,2001,4,MANA,12.08,66,90,66,0,0,0,1,1,,,,,TRUE,,,Half Moon,68,
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{679BB980-E11D-4E7A-91AC-42F256F2BCA8},MANA,MANA,10/25/01,2001,5,MANA,12.08,101,90,101,0,3,0,0,3,,,,,TRUE,,,Half Moon,68,
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{6BEFF894-B6C2-4373-965B-9AD4E37F2AE3},MANA,MANA,10/25/01,2001,6,MANA,12.08,119,90,119,0,0,0,2,2,,,,,TRUE,,,Half Moon,68,
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{80F73997-F8F7-4037-ADF0-C59A37DD8578},MANA,MANA,10/25/01,2001,7,MANA,12.08,23,90,23,0,2,1,0,3,,,,,TRUE,,,Half Moon,68,
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{813DE350-72DC-49C7-9C03-96E1A4DE820A},MANA,MANA,10/25/01,2001,8,MANA,12.08,43,90,43,0,1,0,0,1,,,,,TRUE,,,Half Moon,68,
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{8432853B-0409-4A3F-ABD2-5B324642A5ED},MANA,MANA,10/25/01,2001,9,MANA,12.08,36,90,36,0,1,0,0,1,,,,,TRUE,,,Half Moon,68,
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{98ACD30A-7BAF-4A72-8A3B-7EA3F9894690},MANA,MANA,10/25/01,2001,10,MANA,12.08,30,90,30,0,1,1,0,2,,,,,TRUE,,,Half Moon,68,
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{9F2DE410-3199-48D5-A170-622711FD903B},MANA,MANA,10/25/01,2001,11,MANA,12.08,58,90,58,0,2,2,0,4,,,,,TRUE,,,Half Moon,68,
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{9F356117-8645-4B76-A0CA-0129C3F74564},MANA,MANA,10/25/01,2001,12,MANA,12.08,133,90,133,0,0,0,2,2,,,,,TRUE,,,Half Moon,68,
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{9FDDFE22-5508-470C-B4E1-955043AEA3CA},MANA,MANA,10/25/01,2001,13,MANA,12.08,150,90,150,0,0,0,3,3,,,,,TRUE,,,Half Moon,68,
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{A4055FEB-A546-486F-B45A-A49800DEEA4F},MANA,MANA,10/25/01,2001,14,MANA,12.08,114,90,114,0,1,1,0,2,,,,,TRUE,,,Half Moon,68,
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{FAAC7046-84EF-4FBE-A11A-C58182DA3DD9},MANA,MANA,10/25/01,2001,15,MANA,12.08,185,90,185,0,0,0,1,1,,,,,TRUE,,,Half Moon,68,
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{D10CC0F9-AF95-40A6-9C5A-AF69E8E14027},MANA,MANA,10/25/01,2001,16,MANA,12.08,34,90,34,0,4,0,0,4,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{F8676178-1765-4A20-A322-98EDA71CFFC4},MANA,MANA,10/25/01,2001,17,MANA,12.08,179,90,179,0,0,0,1,1,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{F4EC44E7-0641-4B6F-B194-9B4D34B069E3},MANA,MANA,10/25/01,2001,18,MANA,12.08,150,90,150,0,0,0,1,1,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{F3CAE024-E6D1-4B87-A7FD-67556006F15A},MANA,MANA,10/25/01,2001,19,MANA,12.08,45,90,45,0,1,2,0,3,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{F3438343-A82E-4267-8CA8-1A4CD2F9AB03},MANA,MANA,10/25/01,2001,20,MANA,12.08,45,90,45,0,0,0,1,1,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{F1712D60-4595-44EC-A497-04A6B6D7C2EB},MANA,MANA,10/25/01,2001,21,MANA,12.08,30,90,30,0,1,1,0,2,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{A82DF02B-5AE5-40E1-901D-069709D14D0F},MANA,MANA,10/25/01,2001,22,MANA,12.08,49,90,49,0,7,2,0,9,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{D8C786E4-91E5-4C80-A85C-A720AF10C459},MANA,MANA,10/25/01,2001,23,MANA,12.08,9,90,9,0,1,0,0,1,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{AC47B11A-C725-4F85-8BC0-77AA133195C4},MANA,MANA,10/25/01,2001,24,MANA,12.08,56,90,56,0,0,0,3,3,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{CFD3F1A6-2773-448A-8D18-84DF50FEC911},MANA,MANA,10/25/01,2001,25,MANA,12.08,140,90,140,0,0,0,1,1,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{CE4B3D13-BE2A-4B9F-ABAE-8C27FA99E54A},MANA,MANA,10/25/01,2001,26,MANA,12.08,246,90,246,0,0,0,6,6,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{C270C8D7-91AD-42FA-B5EC-6DE49BA9933A},MANA,MANA,10/25/01,2001,27,MANA,12.08,59,90,59,0,2,0,0,2,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{BB707D2D-269C-45FB-9EA6-9FDC1BA1173A},MANA,MANA,10/25/01,2001,28,MANA,12.08,80,90,80,0,3,0,0,3,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{B9B50403-B87B-4BCD-99BD-FEFF3EF86CCE},MANA,MANA,10/25/01,2001,29,MANA,12.08,36,90,36,0,1,0,0,1,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{437B394D-EB12-40CF-B063-1F894D86E73F},MANA,MANA,10/25/01,2001,30,MANA,12.08,22,90,22,0,0,0,1,1,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{F0DA5143-F0F6-4052-A943-5913C7D4EA79},MANA,MANA,10/25/01,2001,31,MANA,12.08,149,90,149,0,0,0,1,1,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{1160916E-5AE0-4533-AC91-175F6AD0501C},MANA,MANA,10/25/01,2001,32,MANA,12.08,29,90,29,0,1,1,0,2,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{5B408B44-1D51-4E61-99D6-BC3EF342FB27},MANA,MANA,10/25/01,2001,33,MANA,12.08,40,90,40,0,2,1,0,3,,,,,TRUE,,,Half Moon,68
{D836C65E-DBC2-4013-9BC8-B4B31FAEBFCD},{A84913E9-319A-4F50-9432-895A232CB18D},{1C549E2D-32B4-4E1A-95C3-CB53FA2D202F},MANA,MANA,10/25/01,2001,34,MANA,12.08,149,90,149,0,0,0,1,1,,,,,TRUE,,,Half Moon,68
